len;Скорость;Широта;Долгота;Высота;X Rotation;Y Rotation;Вес мгновенный;Уровень топлива, литры;Уровень топлива, проценты;путь;ДВС.Расход топлива;Ускорение по оси X;Ускорение по оси Y;Ускорение по оси Z;Статус самосвала;Самосвал;Модель самосвала;Грузоподъемность;Обороты двигателя;Расчетный выходной крутящий момент двигателя (в процентах от эталонного);Текущая нагрузка двигателя;Педаль процент нажатия;Давление в левой передней шине;Температура в левой передней шине;Давление в правой передней шине;Температура в правой передней шине;Давление в левой задней внешней шине;Температура в левой задней внешней шине;Давление в левой задней внутренней шине;Температура в левой задней внутренней шине;Давление в правой задней внутренней шине;Температура в правой задней внутренней шине;Давление в правой задней внешней шине;Температура в правой задней внешней шине;folder;border_lists;время рейса;Расход топлива_средний;Расход топлива;Давление левый передний цилиндр;Давление правый передний цилиндр;Давление левый задний цилиндр;Давление правый задний цилиндр;Продольный наклон;Поперечный наклон;azimut;Давление левый передний цилиндр_;Давление правый передний цилиндр_;Давление левый задний цилиндр_;Давление правый задний цилиндр_;point;уровень давления впереди,МПа;уровень давления сзади,МПа;nom_hole;рекомендованная скорость_turns;Поворот влево;Поворот вправо;centr;radius;подъем;спуск;incline;рекомендованная скорость_min;рекомендованная скорость_max;new_slope;incline_;indicator_slope;mean_slope;shtraf;isin_border
18.0;8.0;60.64581483333333;59.71556316666667;330.4;83.09361933997079;-3.344558807836763;110.0;;88.0;2.713250215815866;;0.060546875;1.0794677734375;0.1087646484375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;8.2;10.3;6.6;8.3;4.314607184703962;2.6688813523663586;-1.8350621111737468;7.0;10.15;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.314607184703962;up;0;0.01;0.0;1
21.0;9.0;60.645794;59.71555166666667;330.7;82.70854166701332;-4.206619186063797;100.0;;88.0;2.4026027352699817;;0.0770263671875;1.0352783203125;-0.10791015625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;8.7;10.3;5.9;6.9;4.52925361879649;2.7055959762903083;-1.6062570103721745;7.0;10.15;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.52925361879649;up;0;0.01;0.0;1
24.0;10.0;60.64576866666667;59.71554983333333;330.9;70.12261447615025;-9.510758632543585;90.0;;88.0;2.8219155547415817;;0.1329345703125;0.940673828125;-0.031005859375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;8.7;6.8;3.9;6.9;4.858621199904683;2.8564607545091225;-1.640262291192954;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.858621199904683;up;0;0.01;0.0;1
27.0;10.0;60.64574283333334;59.71554616666667;331.3;82.01441581810025;-7.875479604551838;91.0;;88.0;2.882754800417656;;0.141357421875;1.0562744140625;0.0211181640625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;5.6;6.6;7.7;8.7;5.251893192917066;3.0778347975534883;-1.5932204046102507;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.251893192917066;up;0;0.01;0.0;1
29.0;11.0;60.64571733333333;59.715545;331.3;82.71321752342874;-4.931374159597053;104.0;;88.0;2.8394089350172793;;0.0865478515625;1.05712890625;0.0877685546875;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.4;7.2;7.7;8.7;5.706564765970045;2.883536627065817;-1.51890030907402;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.706564765970045;up;0;4.721660158519908;6.280697538068121;1
32.0;10.0;60.64569216666666;59.715547666666666;331.3;85.2666576159704;-2.4489251284730518;102.0;;88.0;2.8053648052484346;;0.040283203125;1.1259765625;0.0693359375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.6;9.8;6.2;8.7;5.946346041346828;2.7972619840127178;-1.499963694084137;7.0;10.15;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.946346041346828;up;0;0.01;6.403848470187104;1
35.0;10.0;60.64566683333334;59.71555133333333;331.6;81.22931306682057;-6.105033892391553;98.0;;88.0;2.827231026894233;;0.1025390625;0.9737548828125;0.0989990234375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.6;9.8;8.0;5.7;5.916923758056201;3.3109833098586168;-1.3331845713204524;7.0;10.15;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.916923758056201;up;0;0.01;6.665230040398821;1
38.0;11.0;60.64563883333334;59.71556516666666;331.6;80.55904288097878;-5.09055017723396;104.0;;88.0;3.207108913579706;;0.0885009765625;0.9925537109375;0.1341552734375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.4;8.5;8.7;7.1;5.7328626032152705;3.1794019048692075;-1.349786851441264;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.7328626032152705;up;0;0.01;6.280697538068121;1
41.0;11.0;60.645610833333336;59.715578;331.7;81.91661871190396;-1.9876034861628955;110.0;;88.0;3.1947043497196947;;0.0408935546875;1.114013671875;0.024658203125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.1;8.2;8.7;8.8;5.619843242562507;3.027312986035153;-1.21988088249008;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.619843242562507;up;0;0.01;5.938114035991678;1
44.0;12.0;60.64558516666666;59.71559716666667;331.8;75.99285699296856;-11.125606598061108;111.0;;88.0;3.0426738585987554;;0.171875;0.978759765625;0.06689453125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;8.5;8.2;5.8;9.6;5.039567413097867;2.7814502335307414;-1.3215562941135937;7.0;7.0;7.1;10.295;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;5.039567413097867;up;0;5.803993911295201;7.26061913434159;1
47.0;10.0;60.645559166666665;59.71561066666666;331.7;77.93736069466678;-3.709304804941645;105.0;;88.0;2.9866424655624533;;0.059814453125;1.01220703125;0.1378173828125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;8.5;6.6;8.2;10.2;4.048315200500292;3.905727744535631;-1.060468129611253;7.0;7.0;7.1;10.295;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;4.048315200500292;up;0;0.01;7.675511656303967;1
51.0;9.0;60.64553333333333;59.71564016666667;332.2;80.82862951793179;-4.252724682059706;109.0;;88.0;3.295729749009424;;0.08154296875;1.041015625;0.0308837890625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;7.3;6.9;9.8;10.2;3.2103502517699565;4.016319958376803;-1.0299427609333103;7.0;7.0;10.295;10.295;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.2103502517699565;up;0;0.01;7.39384150377905;1
54.0;11.0;60.645508166666666;59.715671;333.1;82.60086240126827;-5.241571282059822;111.0;;88.0;3.268035892781014;;0.097412109375;1.0750732421875;0.0487060546875;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;7.3;9.7;9.8;9.7;2.7776319356495547;4.153907771989745;-1.0492480921823981;7.0;10.15;10.295;10.295;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.7776319356495547;up;0;0.01;7.26061913434159;1
57.0;13.0;60.645483;59.7157005;332.2;80.4358059984732;-1.914934448907916;104.0;;88.4;3.2311761747262655;;0.034423828125;0.9761962890625;-0.126953125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;12.4;9.7;12.9;9.7;2.375624007361066;3.6015589507763575;-1.2605261123218638;12.25;10.15;12.424999999999999;10.295;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.375624007361066;up;0;0.01;7.749314652999197;1
61.0;13.0;60.645452166666665;59.71572066666667;332.0;79.5240372189156;1.0148501434025348;106.0;;88.4;3.6045208063130443;;-0.0206298828125;1.02099609375;0.0924072265625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;12.4;5.9;12.9;5.6;2.126196070086411;3.300864688568959;-1.167424365287839;12.25;10.15;12.424999999999999;10.295;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.126196070086411;up;0;0.01;7.603101168980345;1
64.0;13.0;60.64542383333333;59.71574533333333;331.8;78.32988288383686;1.3047222878584392;99.0;;88.0;3.4293346853889144;;-0.02392578125;1.102294921875;0.21923828125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;8.2;5.7;5.0;10.5;2.0346180503403484;3.6965214670401796;-1.175428408615125;10.15;10.15;7.1;10.295;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.0346180503403484;up;0;2.6224505662167474;9.972384015108652;1
67.0;12.0;60.64539916666666;59.715766333333335;332.3;85.09028489399324;-1.6617933743703086;95.0;;88.0;2.9754699410501377;;0.032958984375;1.041748046875;0.0577392578125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;9.6;9.7;4.8;10.5;1.6907198164083057;3.8273810528338865;-1.0587651158499192;10.15;10.15;7.1;10.295;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.6907198164083057;up;0;0.01;10.392273868376385;1
71.0;12.0;60.645373;59.71579633333333;332.6;84.14589748653702;-3.0016440283453543;101.0;;88.0;3.3414456267798576;;0.0601806640625;1.1690673828125;0.086181640625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.3;9.7;9.6;6.4;1.4678666068399153;4.444464603037197;-1.1949210864177346;7.0;10.15;10.295;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.4678666068399153;up;0;0.01;9.774911064314422;1
74.0;12.0;60.6453465;59.715817666666666;333.2;84.59065080714672;-1.2409461530890962;106.0;;88.0;3.171423869040171;;0.0166015625;0.947265625;0.065185546875;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;7.1;7.2;7.7;8.2;1.617564834636036;4.361741993813765;-1.204859714685957;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;1.617564834636036;up;0;0.01;9.313830353733552;1
77.0;10.0;60.64532283333333;59.71583616666667;334.5;79.10383748226451;-2.4548081025156043;105.0;;88.0;2.821414335181694;;0.0455322265625;1.071044921875;0.195068359375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;7.1;7.2;5.4;8.2;2.0198424645088453;5.130215785707163;-1.1088506333007864;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.0198424645088453;up;0;0.01;9.402533499959587;1
79.0;9.0;60.6453015;59.71585783333333;335.0;80.93628103171545;-2.1008474371167782;101.0;;88.0;2.6529158500241707;;0.0302734375;0.994140625;0.0704345703125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;6.9;8.8;6.6;6.9;2.333984086608435;5.178275887177356;-1.0823378681303737;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.333984086608435;up;0;0.01;9.774911064314422;1
82.0;10.0;60.64528166666667;59.71587933333333;335.0;81.80918341872163;-4.082038540569009;102.0;;88.0;2.5002610390007733;;0.0753173828125;1.1119384765625;0.1025390625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route2', '/home/pi/adviser/route1'];659;;;8.3;8.8;7.2;6.9;2.4788777773697483;5.793998351445578;-1.1000334777552672;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.4788777773697483;up;0;0.01;9.679078602899576;1
84.0;10.0;60.64525983333333;59.715902;335.1;83.18824632870667;-4.819007240112273;103.0;;87.6;2.7271712383256705;;0.0810546875;0.96826171875;0.0015869140625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route2'];659;;;8.3;7.3;7.2;8.1;3.2495286087186694;6.296352901860899;-1.0596939978733864;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.2495286087186694;up;0;0.01;9.58510696597822;1
87.0;11.0;60.645239;59.71592583333333;334.9;79.2720089471834;-2.9210680114092185;98.0;;87.6;2.65899971159675;;0.060546875;1.037109375;0.18896484375;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route2'];659;;;6.8;6.6;4.9;8.7;2.987656697402743;6.75415226689635;-1.11751093697296;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;2.987656697402743;up;0;0.01;10.074143035670986;1
90.0;12.0;60.645212666666666;59.715952;334.7;83.24293352973166;-1.2761453857228369;99.0;;87.6;3.2607558652160202;;0.0238037109375;1.062744140625;0.1246337890625;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route2'];659;;;7.7;7.3;8.5;8.7;3.1225998686066934;7.229688773552739;-1.2918455564696107;7.0;7.0;7.1;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.1225998686066934;up;0;0.01;9.972384015108652;1
94.0;14.0;60.645183;59.71596933333333;334.8;80.46487783439149;-2.968494298297852;109.0;;87.6;3.4353270358898853;;0.04931640625;0.9080810546875;0.104248046875;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route2', '/home/pi/adviser/route1', '/home/pi/adviser/route2'];659;;;7.7;8.8;9.5;8.2;3.247870150374425;6.176999729124564;-1.4335748175688683;7.0;7.0;10.295;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.247870150374425;up;0;0.01;9.05748639904364;1
98.0;15.0;60.6451475;59.71597933333334;334.6;81.46239054532134;-4.797849621422307;111.0;;87.6;3.9894096767478677;;0.091064453125;1.123291015625;0.04345703125;Груженный движется вперед;32;75131;130;;;;;760.0;28.0;752.0;24.0;772.0;43.0;764.0;40.0;716.0;34.0;760.0;37.0;/home/pi/adviser/route1;['/home/pi/adviser/route1', '/home/pi/adviser/route2', '/home/pi/adviser/route2'];659;;;7.2;8.8;9.5;6.7;3.285584318705566;5.936544273926669;-1.5623444988120703;7.0;7.0;10.295;7.1;point_60%;7.0;7.1;1;0;0;0;-;0.0;0;0;up;0.0;0.0;3.285584318705566;up;0;0.01;8.894288445907717;1
